text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
xwrN,"Masekhet: 5330036, Page: 32, Side: d, Line: 02, Word: 2",P01 C,,,,,other,,,,חורן,)wxrn,preposition independent (h)aphel,other,0.043602483046666134,32,,02
wnN,"Masekhet: 5330036, Page: 32, Side: d, Line: 06, Word: 0",P01 C,c,,,,we,"and, also",,,ונן,w_,preposition independent (h)aphel | conjunction,"we | and, also",5.046413695769412,32,,06
b(yy,"Masekhet: 5330036, Page: 32, Side: d, Line: 06, Word: 1",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעיי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require",0.4991336875078886,32,,06
kr',"Masekhet: 5330036, Page: 32, Side: d, Line: 06, Word: 2",p02,N,,,,like,chief; teacher,,,כר',rby#2 rby#2 noun sg. abs. or construct,preposition with pronominal suffix | noun,like | chief; teacher,4.462369909696963,32,,06
(qybh,"Masekhet: 5330036, Page: 32, Side: d, Line: 06, Word: 3",PN Personal name,,,,,,,,,עקיבה,(qybh,proper name Personal name,,0.05737168821929754,32,,06
mlK/mlk)#04#/,"Masekhet: 5330036, Page: 32, Side: d, Line: 31, Word: 0",noun sg. abs. or construct,noun sg. emphatic,,,,king,king,,,מלכא/,mlk,noun sg. abs. or construct | noun sg. emphatic,king | king,0.048192218104209934,32,,31
wrb,"Masekhet: 5330036, Page: 32, Side: d, Line: 31, Word: 1",noun sg. abs. or construct,c,,,,chief; teacher,"and, also",,,ורב,w_,noun sg. abs. or construct | conjunction,"chief; teacher | and, also",5.046413695769412,32,,31
{xylyh}<xyylh#04#>,"Masekhet: 5330036, Page: 32, Side: d, Line: 31, Word: 2",noun sg. emphatic,,,,,army; force,,,,חיילה,xyl,noun sg. emphatic,army; force,0.04016018175350828,32,,31
w)rqbT)/)rqwwT)#04#,"Masekhet: 5330036, Page: 32, Side: d, Line: 31, Word: 3",noun sg. emphatic,noun sg. emphatic,c,,,Persian revenue inspector,Persian revenue inspector,"and, also",,וארקבטא/ארקווטא,)rqwbT,noun sg. emphatic | noun sg. emphatic | conjunction,"Persian revenue inspector | Persian revenue inspector | and, also",0.0022948675287719016,32,,31
wry$ glwt),"Masekhet: 5330036, Page: 32, Side: d, Line: 31, Word: 4",noun sg. emphatic,c,,,,exilarch,"and, also",,,וריש גלותא,w_,noun sg. emphatic | conjunction,"exilarch | and, also",5.046413695769412,32,,31
)m',"Masekhet: 5330036, Page: 32, Side: d, Line: 34, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,32,,34
lyh,"Masekhet: 5330036, Page: 32, Side: d, Line: 34, Word: 1",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,,5.087721311287306,32,,34
xmy,"Masekhet: 5330036, Page: 32, Side: d, Line: 34, Word: 2",verb G,,,,,to see,w. infinitive: to see fit to do something,w.,": to look at, study carefully",חמי,xmy,verb peal,"to see | w. infinitive: to see fit to do something | w. | : to look at, study carefully",0.395864648713153,32,,34
m{h}<t> mr,"Masekhet: 5330036, Page: 32, Side: d, Line: 34, Word: 3",verb Gt,,,,,to be said,"to be ordered, commanded",,,מת מר,)mr,verb ethpeel,"to be said | to be ordered, commanded",4.212229349060825,32,,34
wmh,"Masekhet: 5330036, Page: 32, Side: d, Line: 35, Word: 0",P01 C,c,,,,what?,"and, also",,,ומה,w_,preposition independent (h)aphel | conjunction,"what? | and, also",5.046413695769412,32,,35
xmyt,"Masekhet: 5330036, Page: 32, Side: d, Line: 35, Word: 1",verb G,,,,,to see,w. infinitive: to see fit to do something,w.,": to look at, study carefully",חמית,xmy,verb peal,"to see | w. infinitive: to see fit to do something | w. | : to look at, study carefully",0.395864648713153,32,,35
mymr,"Masekhet: 5330036, Page: 32, Side: d, Line: 35, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מימר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,32,,35
"""bhrt","Masekhet: 5330036, Page: 32, Side: d, Line: 35, Word: 3",No data,,,,,,,,,בהרת,None,No data,,23.98480797695953,32,,35
$khh,"Masekhet: 5330036, Page: 32, Side: d, Line: 35, Word: 4",No data,,,,,,,,,שכהה,None,No data,,23.98480797695953,32,,35
mN,"Masekhet: 5330036, Page: 32, Side: d, Line: 35, Word: 5",No data,,,,,,,,,מן,None,No data,,23.98480797695953,32,,35
hkhh,"Masekhet: 5330036, Page: 32, Side: d, Line: 35, Word: 6",No data,,,,,,,,,הכהה,None,No data,,23.98480797695953,32,,35
$lh,"Masekhet: 5330036, Page: 32, Side: d, Line: 35, Word: 7",No data,,,,,,,,,שלה,None,No data,,23.98480797695953,32,,35
"Tm)""","Masekhet: 5330036, Page: 32, Side: d, Line: 35, Word: 8",No data,,,,,,,,,טמא,None,No data,,23.98480797695953,32,,35
w)py',"Masekhet: 5330036, Page: 32, Side: d, Line: 47, Word: 0",c,c,,,,"even if , even","and, also",,,ואפי',w_,conjunction | conjunction,"even if , even | and, also",5.046413695769412,32,,47
kr',"Masekhet: 5330036, Page: 32, Side: d, Line: 47, Word: 1",p02,N,,,,like,chief; teacher,,,כר',rby#2 rby#2 noun sg. abs. or construct,preposition with pronominal suffix | noun,like | chief; teacher,4.462369909696963,32,,47
(qybh,"Masekhet: 5330036, Page: 32, Side: d, Line: 47, Word: 2",PN Personal name,,,,,,,,,עקיבה,(qybh,proper name Personal name,,0.05737168821929754,32,,47
)ty),"Masekhet: 5330036, Page: 32, Side: d, Line: 47, Word: 3",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,אתיא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting,0.7561588507303416,32,,47
hy),"Masekhet: 5330036, Page: 32, Side: d, Line: 47, Word: 4",P01 C,,,,,she,,,,היא,hy),preposition independent (h)aphel,she,0.36717880460350427,32,,47
wmh,"Masekhet: 5330036, Page: 33, Side: a, Line: 04, Word: 0",P01 C,c,,,,what?,"and, also",,,ומה,w_,preposition independent (h)aphel | conjunction,"what? | and, also",5.046413695769412,33,,04
xmyt,"Masekhet: 5330036, Page: 33, Side: a, Line: 04, Word: 1",verb G,,,,,to see,w. infinitive: to see fit to do something,w.,": to look at, study carefully",חמית,xmy,verb peal,"to see | w. infinitive: to see fit to do something | w. | : to look at, study carefully",0.395864648713153,33,,04
mymr,"Masekhet: 5330036, Page: 33, Side: a, Line: 04, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מימר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,33,,04
"""bTwm)t","Masekhet: 5330036, Page: 33, Side: a, Line: 04, Word: 3",No data,,,,,,,,,בטומאת,None,No data,,23.98480797695953,33,,04
hqwd$,"Masekhet: 5330036, Page: 33, Side: a, Line: 04, Word: 4",No data,,,,,,,,,הקודש,None,No data,,23.98480797695953,33,,04
hktwb,"Masekhet: 5330036, Page: 33, Side: a, Line: 04, Word: 5",No data,,,,,,,,,הכתוב,None,No data,,23.98480797695953,33,,04
"mdbr""","Masekhet: 5330036, Page: 33, Side: a, Line: 04, Word: 6",No data,,,,,,,,,מדבר,None,No data,,23.98480797695953,33,,04
mh,"Masekhet: 5330036, Page: 33, Side: a, Line: 07, Word: 0",P01 C,,,,,what?,,,,מה,mh,preposition independent (h)aphel,what?,0.6574795469931498,33,,07
xmyt,"Masekhet: 5330036, Page: 33, Side: a, Line: 07, Word: 1",verb G,,,,,to see,w. infinitive: to see fit to do something,w.,": to look at, study carefully",חמית,xmy,verb peal,"to see | w. infinitive: to see fit to do something | w. | : to look at, study carefully",0.395864648713153,33,,07
mymr,"Masekhet: 5330036, Page: 33, Side: a, Line: 07, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מימר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,33,,07
"""bTm)","Masekhet: 5330036, Page: 33, Side: a, Line: 07, Word: 3",No data,,,,,,,,,בטמא,None,No data,,23.98480797695953,33,,07
$)kl,"Masekhet: 5330036, Page: 33, Side: a, Line: 07, Word: 4",No data,,,,,,,,,שאכל,None,No data,,23.98480797695953,33,,07
"Thwr""","Masekhet: 5330036, Page: 33, Side: a, Line: 07, Word: 5",No data,,,,,,,,,טהור,None,No data,,23.98480797695953,33,,07
mh,"Masekhet: 5330036, Page: 33, Side: a, Line: 22, Word: 0",P01 C,,,,,what?,,,,מה,mh,preposition independent (h)aphel,what?,0.6574795469931498,33,,22
xmyt,"Masekhet: 5330036, Page: 33, Side: a, Line: 22, Word: 1",verb G,,,,,to see,w. infinitive: to see fit to do something,w.,": to look at, study carefully",חמית,xmy,verb peal,"to see | w. infinitive: to see fit to do something | w. | : to look at, study carefully",0.395864648713153,33,,22
mymr,"Masekhet: 5330036, Page: 33, Side: a, Line: 22, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מימר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,33,,22
"""hpnymy""","Masekhet: 5330036, Page: 33, Side: a, Line: 22, Word: 3",No data,,,,,,,,,הפנימי,None,No data,,23.98480797695953,33,,22
"""twlh","Masekhet: 5330036, Page: 33, Side: a, Line: 23, Word: 0",No data,,,,,,,,,תולה,None,No data,,23.98480797695953,33,,23
whxycwN,"Masekhet: 5330036, Page: 33, Side: a, Line: 23, Word: 1",No data,,,,,,,,,והחיצון,None,No data,,23.98480797695953,33,,23
mkpr,"Masekhet: 5330036, Page: 33, Side: a, Line: 23, Word: 2",No data,,,,,,,,,מכפר,None,No data,,23.98480797695953,33,,23
)w,"Masekhet: 5330036, Page: 33, Side: a, Line: 23, Word: 3",No data,,,,,,,,,או,None,No data,,23.98480797695953,33,,23
hxycwN,"Masekhet: 5330036, Page: 33, Side: a, Line: 23, Word: 4",No data,,,,,,,,,החיצון,None,No data,,23.98480797695953,33,,23
twlh,"Masekhet: 5330036, Page: 33, Side: a, Line: 23, Word: 5",No data,,,,,,,,,תולה,None,No data,,23.98480797695953,33,,23
whpnymy,"Masekhet: 5330036, Page: 33, Side: a, Line: 23, Word: 6",No data,,,,,,,,,והפנימי,None,No data,,23.98480797695953,33,,23
"mkpr""","Masekhet: 5330036, Page: 33, Side: a, Line: 23, Word: 7",No data,,,,,,,,,מכפר,None,No data,,23.98480797695953,33,,23
m)y,"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 0",R,,,,,what is it?,,,,מאי,mhy) mhy) P01 C,R,what is it?,0.03786531422473637,33,,24
kdwN,"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 1",X,,,,,now; enough,,,,כדון,kdwn kdwn a01 C,X,now; enough,0.05851912198368349,33,,24
)m',"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,33,,24
r',"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 3",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,33,,24
y(qb,"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 4",PN Personal name,,,,,,,,,יעקב,y(qb,proper name Personal name,,0.11818567773175294,33,,24
br,"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 5",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son,0.7733703571961309,33,,24
)x),"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 6",PN Personal name,,,,,,,,,אחא,)x),proper name Personal name,,0.14113435301947194,33,,24
mylh,"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 7",N,,,,,"word, speech; thing",,,,מילה,mylh mylh noun sg. abs. or construct,noun,"word, speech; thing",0.10097417126596368,33,,24
xmyt,"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 8",verb G,,,,,to see,w. infinitive: to see fit to do something,w.,": to look at, study carefully",חמית,xmy,verb peal,"to see | w. infinitive: to see fit to do something | w. | : to look at, study carefully",0.395864648713153,33,,24
ry$ lqy$,"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 9",PN Personal name,,,,,,,,,ריש לקיש,ry$@lqy$,proper name Personal name,,0.043602483046666134,33,,24
)wtyb,"Masekhet: 5330036, Page: 33, Side: a, Line: 24, Word: 10",verb C,,,,,"to restore, return (trans.)",(w. or without an object) to answer,to vomit,,אותיב,twb,verb (h)aphel,"to restore, return (trans.) | (w. or without an object) to answer | to vomit",0.09982673750157772,33,,24
qwmy,"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 0",p01 C,,,,,before,,,,קומי,qwmy,preposition independent (h)aphel,before,0.5392938692613969,33,,25
r',"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 1",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,33,,25
ywxnN,"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 2",PN Personal name,,,,,,,,,יוחנן,ywxnN,proper name Personal name,,0.42914022788034556,33,,25
w)tyb,"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 3",verb C,c,,,,"to restore, return (trans.)",(w. or without an object) to answer,to vomit,,ואתיב,w_,verb (h)aphel | conjunction,"to restore, return (trans.) | (w. or without an object) to answer | to vomit",5.046413695769412,33,,25
lyh,"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 4",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,,5.087721311287306,33,,25
"""mxlwqy","Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 5",No data,,,,,,,,,מחלוקי,None,No data,,23.98480797695953,33,,25
"kprwt""","Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 6",No data,,,,,,,,,כפרות,None,No data,,23.98480797695953,33,,25
hy),"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 7",P01 C,,,,,she,,,,היא,hy),preposition independent (h)aphel,she,0.36717880460350427,33,,25
mylt),"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 8",N,,,,,"word, speech; thing",,,,מילתא,mylh mylh noun sg. emphatic,noun,"word, speech; thing",0.14228178678385792,33,,25
wlynh,"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 9",verb G,c,,,,,,,,ולינה,w_,verb peal | conjunction,,5.046413695769412,33,,25
yd(,"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 10",verb G,,,,,to know,to cohabit with,idioms:,"_:  to be experienced in/with, acquainted with",ידע,yd(,verb peal,"to know | to cohabit with | idioms: | _:  to be experienced in/with, acquainted with",0.2650571995731546,33,,25
mh,"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 11",P01 C,,,,,what?,,,,מה,mh,preposition independent (h)aphel,what?,0.6574795469931498,33,,25
mr,"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 12",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,33,,25
lyh,"Masekhet: 5330036, Page: 33, Side: a, Line: 25, Word: 13",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,,5.087721311287306,33,,25
)m',"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,33,,26
lyh,"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 1",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,,5.087721311287306,33,,26
r',"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 2",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,33,,26
zyr),"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 3",PN Personal name,,,,,,,,,זירא,zyr),proper name Personal name,,0.01491663893701736,33,,26
dylm',"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 4",a01 C,,,,,"lest, perhaps",,,,דילמ',dlmh,a01 (h)aphel,"lest, perhaps",0.07573062844947274,33,,26
d),"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 5",R,,,,,this (f.),,,,דא,dh dh P01 C,R,this (f.),0.10441647255912154,33,,26
hy),"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 6",P01 C,,,,,she,,,,היא,hy),preposition independent (h)aphel,she,0.36717880460350427,33,,26
mh,"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 7",P01 C,,,,,what?,,,,מה,mh,preposition independent (h)aphel,what?,0.6574795469931498,33,,26
xmyt,"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 8",verb G,,,,,to see,w. infinitive: to see fit to do something,w.,": to look at, study carefully",חמית,xmy,verb peal,"to see | w. infinitive: to see fit to do something | w. | : to look at, study carefully",0.395864648713153,33,,26
mymr,"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 9",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מימר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,33,,26
"""bTm)","Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 10",No data,,,,,,,,,בטמא,None,No data,,23.98480797695953,33,,26
$)kl,"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 11",No data,,,,,,,,,שאכל,None,No data,,23.98480797695953,33,,26
Thwr,"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 12",No data,,,,,,,,,טהור,None,No data,,23.98480797695953,33,,26
)w,"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 13",No data,,,,,,,,,או,None,No data,,23.98480797695953,33,,26
nymr,"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 14",No data,,,,,,,,,נימר,None,No data,,23.98480797695953,33,,26
bThwr,"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 15",No data,,,,,,,,,בטהור,None,No data,,23.98480797695953,33,,26
$)kl,"Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 16",No data,,,,,,,,,שאכל,None,No data,,23.98480797695953,33,,26
"Tm)""","Masekhet: 5330036, Page: 33, Side: a, Line: 26, Word: 17",No data,,,,,,,,,טמא,None,No data,,23.98480797695953,33,,26
mh,"Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 0",P01 C,,,,,what?,,,,מה,mh,preposition independent (h)aphel,what?,0.6574795469931498,33,,35
$yyrth,"Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 1",noun sg. emphatic,,,,,remnant,,,,שיירתה,$yrh#3,noun sg. emphatic,remnant,0.0011474337643859508,33,,35
""")yN","Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 2",No data,,,,,,,,,אין,None,No data,,23.98480797695953,33,,35
bh,"Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 3",No data,,,,,,,,,בה,None,No data,,23.98480797695953,33,,35
ydy(h,"Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 4",No data,,,,,,,,,ידיעה,None,No data,,23.98480797695953,33,,35
btxylh,"Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 5",No data,,,,,,,,,בתחילה,None,No data,,23.98480797695953,33,,35
)bl,"Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 6",No data,,,,,,,,,אבל,None,No data,,23.98480797695953,33,,35
y$,"Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 7",No data,,,,,,,,,יש,None,No data,,23.98480797695953,33,,35
bh,"Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 8",No data,,,,,,,,,בה,None,No data,,23.98480797695953,33,,35
ydy(h,"Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 9",No data,,,,,,,,,ידיעה,None,No data,,23.98480797695953,33,,35
"bswP""","Masekhet: 5330036, Page: 33, Side: a, Line: 35, Word: 10",No data,,,,,,,,,בסוף,None,No data,,23.98480797695953,33,,35
lyt,"Masekhet: 5330036, Page: 33, Side: b, Line: 01, Word: 0",verb G,,,,,,,,,לית,lyt,verb peal,,0.5083131576229762,33,,01
ykyl,"Masekhet: 5330036, Page: 33, Side: b, Line: 01, Word: 1",verb G,,,,,to be able (capability),to overpower,(in prohibitive clauses) : to be empowered,,יכיל,ykl,verb peal,to be able (capability) | to overpower | (in prohibitive clauses) : to be empowered,0.1308074491399984,33,,01
xd,"Masekhet: 5330036, Page: 33, Side: b, Line: 02, Word: 0",n01 C,,,,,one,,,,חד,xd,numeral singular absolute or construct (h)aphel,one,0.8158254064784111,33,,02
br )byy,"Masekhet: 5330036, Page: 33, Side: b, Line: 02, Word: 1",noun sg. abs. or construct,,,,,"patrician, important person",,,,בר אביי,br@)byy,noun sg. abs. or construct,"patrician, important person",0.003442301293157852,33,,02
(br,"Masekhet: 5330036, Page: 33, Side: b, Line: 02, Word: 2",verb G,,,,,to cross over,"to go away, vanish",":  to violate, transgress",to be exchangeable,עבר,(br,verb peal,"to cross over | to go away, vanish | :  to violate, transgress | to be exchangeable",0.11244850890982318,33,,02
qmy,"Masekhet: 5330036, Page: 33, Side: b, Line: 02, Word: 3",X,,,,,first,,,,קמי,qdmyy qdmyy a01 C,X,first,0.006884602586315704,33,,02
tybwt),"Masekhet: 5330036, Page: 33, Side: b, Line: 02, Word: 4",noun sg. emphatic,,,,,chest; ark,,,,תיבותא,tybw,noun sg. emphatic,chest; ark,0.008032036350701655,33,,02
wl),"Masekhet: 5330036, Page: 33, Side: b, Line: 02, Word: 5",a01 C,c,,,,"no, not","and, also",,,ולא,w_,a01 (h)aphel | conjunction,"no, not | and, also",5.046413695769412,33,,02
)dkr,"Masekhet: 5330036, Page: 33, Side: b, Line: 02, Word: 6",verb C,,,,,to recall,to remind,,,אדכר,dkr,verb (h)aphel,to recall | to remind,0.022948675287719017,33,,02
dry$ yrx),"Masekhet: 5330036, Page: 33, Side: b, Line: 02, Word: 7",c,N,,,,new moon,,,,דריש ירחא,r)$@yrx r)$@yrx noun sg. emphatic,conjunction | noun,new moon,0.006884602586315704,33,,02
wqlswnyh,"Masekhet: 5330036, Page: 33, Side: b, Line: 03, Word: 0",verb D,c,,,,to praise,to approve,"to clap, to clamor",,וקלסוניה,w_,verb pael | conjunction,"to praise | to approve | to clap, to clamor",5.046413695769412,33,,03
)m',"Masekhet: 5330036, Page: 33, Side: b, Line: 11, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,33,,11
r',"Masekhet: 5330036, Page: 33, Side: b, Line: 11, Word: 1",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,33,,11
ywsy,"Masekhet: 5330036, Page: 33, Side: b, Line: 11, Word: 2",PN Personal name,,,,,,,,,יוסי,ywsy,proper name Personal name,,0.37406340718981995,33,,11
drwmyy),"Masekhet: 5330036, Page: 33, Side: b, Line: 11, Word: 3",A02 C,,,,,southerner,,,,דרומייא,drwmyy,adjective singular determined (h)aphel,southerner,0.02524354281649092,33,,11
qwmy,"Masekhet: 5330036, Page: 33, Side: b, Line: 11, Word: 4",p01 C,,,,,before,,,,קומי,qwmy,preposition independent (h)aphel,before,0.5392938692613969,33,,11
r',"Masekhet: 5330036, Page: 33, Side: b, Line: 11, Word: 5",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,33,,11
ywnh,"Masekhet: 5330036, Page: 33, Side: b, Line: 11, Word: 6",PN Personal name,,,,,,,,,יונה,ywnh,proper name Personal name,,0.11818567773175294,33,,11
hkN,"Masekhet: 5330036, Page: 33, Side: b, Line: 11, Word: 7",a01 C,,,,,"so, thus",,,,הכן,hkyn,a01 (h)aphel,"so, thus",0.18588426983052403,33,,11
cwrkh,"Masekhet: 5330036, Page: 33, Side: b, Line: 11, Word: 8",N,,,,,need,,,,צורכה,cwrk cwrk noun sg. emphatic,noun,need,0.06196142327684135,33,,11
